"","x"
"2736","How rough will Brexit be for the U.K.’s top-selling automaker? $F
https://t.co/ncl92CvxbY"
"2737","Auto woes drive dip in German industrial output as Brexit nears https://t.co/E8EUGAOVEu"
"2738","Up to 1,000 vehicle repair companies could collapse within 2 weeks of a no-deal Brexit https://t.co/q5rwm5FTwf"
"2739","#Garages predict #Brexit Price Rises and shortages of components. https://t.co/jKMZCW8X2B"
"2740","Up to 1,000 vehicle repair companies could collapse within 2 weeks of a no-deal Brexit https://t.co/OLstKdVsYZ via @businessinsider"
"2741","@Lescromps @Brexit Well.that's always gone on. This is a separate issue and will impact hard. First of all, third parties supplying parts for the foreign owned car companies in the UK ( or the few that will be left) may be frozen out and god knows what prices imported parts will cost with tariffs"
"2742","""German business daily Handelsblatt said on Monday the federal government had cut its in-house GDP growth outlook to 0.8 percent from 1.0 percent, the second reduction in less than two months."" https://t.co/912eADLzSG"
"2743","@lhart41 @LBC @ianpaynesport Facts. I didn't realise the importance  of Dover/Calais, Brexit will be the easiest deal in history, Our first meetings will be with German car makers. Together with a plethora of other nonsense are open goals, in front of which Corbyn has been satnding with dribble on his chin."
"2744","Car manufacturers would suffer under no-deal Brexit, Moody's warns https://t.co/Jm0RWsnfbT via @CityAM"
"2745","Auto woes drive dip in German industrial output as Brexit nears https://t.co/gXV03vP9Tz https://t.co/9Pz0vAnqkK"
"2746","Business in the event of a no-deal brexit: A vehicle repair company repair company."
"2747","Auto woes drive dip in German industrial output as Brexit nears https://t.co/jfUDFkJSug #USA #US #USBiz"
"2748","Carmaker Rolls-Royce: Short Brexit delay would make things worse https://t.co/ix4pzUkJAm #USA #US #USBiz"
"2749","More sunlit uplands.    https://t.co/qartuorV7d"
"2750","@JamesMelville Hate to tell you but Brexit is probably just the vehicle. Here in the US, many have been long expressed the mindset that if something was a negative experience for them, it should remain that way indefinitely because it would be “unfair” if other ppl didn’t have to experience it."
"2751","Carmaker Rolls-Royce: Short Brexit delay would make things worse https://t.co/21qYI254x5 #india #indiabiz"
"2752","Auto woes drive dip in German industrial output as Brexit nears https://t.co/tzFrDuqZtj #india #indiabiz"
"2753","Up to 1,000 vehicle repair companies could collapse within 2 weeks of a no-deal Brexit https://t.co/mzHrpqwpca via @businessinsider"
"2754","@SkyNewsPolitics Business as i knew it is gone.. European headquarters relocated to Europe loosing 100thousend of jobs and income. Risk of more within automotive already happening.. NO THANKS NO BREXIT As IT IS LITERATELY DESTROYING UK ECONOMY PEACE BY PEACE"
"2755","Auto woes drive dip in German industrial output as Brexit nears https://t.co/Wo4PKYaKCc #business #globalbiz"
"2756","Carmaker Rolls-Royce: Short Brexit delay would make things worse https://t.co/iBxtvoEUQZ #business #globalbiz"
"2757","@Wilkomatic67 @harrismonkey A guarantee with cars lol you never gave guarantees with money &amp; cars it’s always a money gone situation. At least owning you will still have a car what will you do when lease rates are unaffordable thanks to the depreciation &amp; tax hikes after brexit you will buy out or downgrade"
"2758","You may need Green Card for driving in the EU in the event of a No Deal #Brexit. If you're a Zurich car insurance customer, you can now download, or request one, at:  https://t.co/oKbdAfptY0 https://t.co/ENwz7yfpLU"
"2759","Auto woes drive dip in German industrial output as Brexit nears - https://t.co/OsJBfNsPdg @techjollof"
"2760","Carmaker Rolls-Royce: Short Brexit delay would make things worse - https://t.co/x2eVAOfWVt @techjollof"
"2761","Brexit hazard warning from car giants as Mini production could be moved out of Oxford..
#brexitjob #mini  https://t.co/x10iJjIKuE"
"2762","@RHADuncanB @RHANews Friction in the JIT supply chain will mean vehicles can’t be repaired. Even if some members are amongst the few (less than 10% of those requested) who got an EU permit - vehicle breakdown could still cost them their business
#RevokeA50
https://t.co/WXUcTYF1UZ"
"2763","#MondayMotivation -does your car get you to work? If you rely on it, as millions do, &amp; cant get any public transport, you’d better hope it doesn’t break down if we brexit as your repairers probably won’t have the parts. #RevokeA50 for friction free trade. https://t.co/WXUcTYF1UZ"
"2764","How will your car get mended in a crash out? It most probably won’t. 1000s &gt;jobs gone &amp; 1000s more unable to get to work. Consider impact on vital services like NHS
""dire"" consequences within just a few weeks w/o the JIT supply chain for parts.  #RevokeA50 https://t.co/WXUcTYF1UZ"
"2765","Carmaker Rolls-Royce: Short Brexit delay would make things worse https://t.co/3T8QF9pfNa https://t.co/AUOtFl0LJK"
"2766","Auto woes drive dip in German industrial output as Brexit nears https://t.co/tInvovKnjg https://t.co/eGNloxICjP"
"2767","Carmaker Rolls-Royce: Short Brexit delay would make things worse https://t.co/z5PzTh8mLB"
"2768","Auto woes drive dip in German industrial output as Brexit nears https://t.co/4ftzHSgXIN"
"2769","#trade At McLaren, It’s Drive Fast, Don’t Take Chances

The global auto market faces its share of challenges these days: the trade war, China’s slowdown and Brexit, not to mention disruptive technologies, the threat of new regulation and rising costs. McLaren Automotive Ltd.…"
"2770","#trade Auto woes drive dip in German industrial output

Plunging car production drove an unexpected drop in German industrial output in January, as the engine room of Europe's largest economy stuttered on trade tensions and unease about Brexit. A global slowdown, tariff disp…"
"2771","#trade Auto woes drive dip in German industrial output as Brexit nears

Plunging car output drove an unexpected drop in production of German goods in January and an industry body cut its 2019 growth forecast, adding to signs that trade tensions and unease about Brexit are we…"
"2772","#trade BMW could shift some UK engine, Mini output if no orderly Brexit

BMW could move some production of engines and its Mini model out of Britain if the country does not secure an orderly departure from the European Union, the German carmaker said on Tuesday, in the lates…"
"2773","<U+FFFD><U+FFFD><U+FE0F>  Exclusive: Business News - Auto woes drive dip in German industrial output as Brexit nears https://t.co/P0wD85yJ7R $SPY #SPY #BreakingNews #InvestmentBanking #NEWS #StockMarket #Finance #Business #WallStreet #Traders #Invest #NYSE #NASDAQ #Wealth #FundManager"
"2774","<U+FFFD><U+FFFD><U+FE0F>  Exclusive: Business News - Carmaker Rolls-Royce: Short Brexit delay would make things worse https://t.co/6JhinPudzJ $SPY #SPY #BreakingNews #InvestmentBanking #NEWS #StockMarket #Finance #Business #WallStreet #Traders #Invest #NYSE #NASDAQ #Wealth #FundManager"
"2775","@Jefferson_MFG Please no, unless they put a Maxi badge on it<U+0001F923>. What are the chances of this Brexit thing ending the ""it must be German"" obsession that grips UK car buyers?"
"2776","Auto woes drive dip in German industrial output as Brexit nears https://t.co/lTLpzuK5Ya"
"2777","Auto woes drive dip in German industrial output as Brexit nears https://t.co/5GQPGfO1dO"
"2778","Auto woes drive dip in German industrial output as Brexit nears https://t.co/phmM2vJmX2"
"2779","Carmaker Rolls-Royce: Short Brexit delay would make things worse https://t.co/RGignQaNoK REUTERS"
"2780","Auto woes drive dip in <U+0001F1E9><U+0001F1EA> German industrial output as Brexit nears https://t.co/F4m0DK6w0m REUTERS"
"2781","Auto woes drive dip in German industrial output as Brexit nears https://t.co/EPJ7e3mcSp https://t.co/1WGqzS6Zcu"
"2782","Auto woes drive dip in German industrial output as Brexit nears https://t.co/qHUnir2vHH (Reuters) https://t.co/lQx8Pu6ZHE"
"2783","Auto woes drive dip in German industrial output as Brexit nears https://t.co/NgR8Ndaf4L"
"2784","Auto woes drive dip in German industrial output as Brexit nears - https://t.co/TLQfh2stBo"
"2785","Auto woes drive dip in German industrial output as Brexit nears https://t.co/uRdVxaoAyj"
"2786","Auto woes drive dip in German industrial output as Brexit nears https://t.co/qMTUDtVh0h"
"2787","Auto woes drive dip in German industrial output as Brexit nears https://t.co/d38b4AEl7J"
"2788","Auto woes drive dip in German industrial output as Brexit nears https://t.co/G9MDAzWRKO"
"2789","Auto woes drive dip in German industrial output as Brexit nears https://t.co/9NBTQREnTf"
"2790","Carmaker Rolls-Royce: Short Brexit delay would make things worse https://t.co/yQ7YK8osch"
"2791","Auto woes drive dip in German industrial output as Brexit nears"
"2792","Carmaker Rolls-Royce: Short Brexit delay would make things worse"
"2793","Auto woes drive dip in German industrial output as Brexit nears https://t.co/BR5iKnLmXT #news #business #social https://t.co/8O0Qk86JDQ"
"2794","Auto woes drive dip in German industrial output as Brexit nears"
"2795","Carmaker McLaren: Short Brexit delay would be frustrating"
"2796","Toyota is the latest auto giant to threaten to pull out of the UK in the event of a 'bad Brexit'"
"2797","Toyota Is Latest Automaker to Raise Alarm Over a No-Deal Brexit"
"2798","Up to 1,000 vehicle repair companies could collapse within 2 weeks of a no-deal Brexit
https://t.co/2yWgMECSvs
@FBPE @J_amesp @TheNewEuropean @acgrayling @carolecadwalla @remain_central @HuwMerriman @TheIndGroup @mrjamesob @Telegraph"
"2799","""These revelations are sadly unsurprising. Brexit is bad for British business."" @thomasbrake  Demand better for British jobs. Demand an exit from Brexit &gt; https://t.co/UiQIF5CL0o    https://t.co/QCBaAd0lXJ …"
"2800","The first action i would have taken if it was leading Brexit is to punish France from Barnier actions. Next would be to attack entire German auto sector. But May is so pathetic, that rarely have I've seen such inept leadership on display. https://t.co/IvyFwd3uVd"
"2801","Up to 1,000 vehicle repair companies could collapse within 2 weeks of a no-deal Brexit https://t.co/wCjB9krlty by @adampayne26"
"2802","You know your country has a car-centric attitude when one of the main reasons people cite as a negative of #Brexit is car manufacturers and repair shops shutting down.

How about councils' push renewable energy and offer incentives for startups? <U+0001F914>"
"2803","Up to 1,000 vehicle repair companies could collapse within 2 weeks of a no-deal Brexit https://t.co/R874cBZ3oJ via @businessinsider"
"2804","@brexit_politics Nothing to do with Brexit!! This has everything to do with Green Policies insisting change in Car production! Banning Petrol and Diesel vehicles...and the threat of higher taxes on those vehicles! Everyone can afford a New £30,000 plus Electric Car... where's the electricity?"
"2805","Interesting that the anti-Brexit warnings from the Germanic car producers located in the UK, think that if they close the plants, the UK will still be a viable market and not boycotted."
"2806","Germany in CRISIS: Economy growth forecast slashed again and car production plummets - despite #Brexit ?? @bbcnews  ?  https://t.co/kVbsMWD4VL"
"2807","Up to 1,000 vehicle repair companies could collapse within 2 weeks of a no-deal Brexit - Business Insider https://t.co/uvkcIikVb2"
"2808","https://t.co/tFN8orsKuZ Today #LatestNews #Discussions : There's the usual glitz at this year's Geneva car show, but the autos on show could be about to get harder and costlier to make, and more expensive to buy - depending how Brexit turns out. https://t.co/gkrZpfm1QC"
"2809","https://t.co/tFN8orsKuZ Today #LatestNews #Discussions : A plunge in car production drove an unexpected drop in German industrial output in January as Europe's largest economy stuttered amid trade friction and unease about Brexit. David Pollard reports. https://t.co/cLN5YKICXW"
"2810","<U+0001F449>'Meeting notes reportedly show industries which rely on “just in time” deliveries could be decimated if the UK crashes out of the EU without a deal.'

An ever growing list of examples of how Brexit dogma ignores economic reality?

 https://t.co/orLN6Bopdh"
"2811","@awstojanovic @TheScepticIsle It's a disaster for the EU in the same way as a Japanese car company being forced to change it's mind about staying in the UK after Brexit was.
For the UK, it's a disaster in the same way as for those thousands of workers just let go from the only remaining decent jobs for miles."
"2812","Because #Brexit is a #CarCrash; car crashes have always been considered less horrendous than air crashes!
But @theresa_may applying Duty of Care?!!!
To the party perhaps but not the country
(Treats country like Boris treats Business - F**k it!)
#bbcnews #skynews #itvnews #c4news https://t.co/loGBRHQWBd"
"2813","@FraserNelson “ German car makers, french wine producers” etc. Time and again it was implied that the EU would be knocking down our door to make a deal. Whatever the public actually believed, the impression Brexit campaigners gave, of a deal to be made with relative ease, was ubiquitous."
