,x
8991,"@LenMcCluskey Sort your shit out mate - you want Brexit which means we lose all our manufacturing industry and all the goodwill we had with the Japanese and at the same time you want Honda to stay? 

Which do you want?
Brexit - no industry &amp; no Japanese business
NoBrexit - industry
Pick one"
8992,"@LenMcCluskey They said they would leave if it looked like we would leave the SM &amp; CU.
Some eejits pushed for Brexit. 
PM decided that meant leaving SM &amp; CU.
It's definitely not Honda's fault if they do what they said they would.

Supporting Brexit means not supporting British Workers."
8993,"In the Know Farming from ⁦@DoddAccountants⁩ Deal or No Deal | Brexit or #MTD which one have you heard most about? | Cutting your losses | Events dear boy, events | Can't see the wood for the trees? | Where have all the cowboys gone? https://t.co/qYvA4XAShO"
8994,@stephenkinsella Also very wise policy-making in contrast to a neighbour who seems to be pushing highly-skilled workers out of their country in order to realise #Brexit
8995,How many local companies have to close and move to Europe before you realise that this catastrophic Brexit cannot be allowed to happen. Theses companies do not want to trade under WTR and are voting with their feet taking jobs and their money with them. Do something !
8996,"@indy100 And people will riot when they realise that Brexit is going to hit them hard in their pockets as in  the poll tax riots.  Companies are already  moving abroad taking British jobs and their money with them. They will not come back. This is not project fear , it is project fact"
8997,"One urgent question today:
Debbie_abrahams - Social security and employment support.

Then one statement:
GregClarkMP - Protection of workers after the UK’s withdrawal from the EU #Brexit https://t.co/BQRiB41B8L"
8998,"The Business Secretary, GregClarkMP is making a statement to MPs on the protection of workers after the UK’s withdrawal from the EU. 

Find out what he says, https://t.co/vQa2ZD2256 #Brexit."
8999,"If only there was some way to prevent job losses Len, to prevent businesses from leaving the UK........Oh, I know, #StopBrexit 
STOP BREXIT and SAVE JOBS https://t.co/rbj7BeUTvX"
9000,"@DavidHenigUK So now that the car industry is falling away much like Minford said it would, what are all those ex-workers going to do? Whatever it is they'll have to compete with others who have lost manufacturing and agriculture jobs thanks to this ""jobs first"" brexit. As in ""going first"" https://t.co/Yexj4NSmlW"
9001,Research shows that shoppers are changing their eating habits as #Brexit approaches and 80% are worrying about the price of supermarket food and drink in the event of a no-deal Brexit! https://t.co/64BnuvpYrb #retail #fmcg #retailnews
9002,MPs offered vote on adopting future EU employment law after Brexit https://t.co/ULiFISLnNV #peoplemanagement
9003,"National, News - Workers' rights to be protected in UK law After BREXIT #Northants #Northamptonshire

 https://t.co/qcWJbnSAoJ https://t.co/XQ89DP4yOd"
9004,"The Business Secretary, @GregClarkMP is making a statement to MPs on the protection of workers after the UK’s withdrawal from the EU. 

Find out what he says, https://t.co/LXDPVycC6R #Brexit."
9005,"One urgent question today:
@Debbie_abrahams - Social security and employment support.

Then one statement:
@GregClarkMP - Protection of workers after the UK’s withdrawal from the EU #Brexit https://t.co/aEctyJLvWa"
9006,"The government has made a commitment not to reduce the standards of workers’ rights from EU laws retained in UK law. https://t.co/OF7CdfSMtY
#Brexit #Emplaw"
9007,"@LenMcCluskey Len, don't you realise that this is what a jobs-first-brexit looks like? What's happening in Swindon is on you, mate."
9008,"#Office workers in the U.K. work 17 extra hours every month, a study shows. In other countries it's even more https://t.co/PMGngYzJn6 via @business #UK #Brexit #BrexitShambles #business #entrepreneur #domains #technology #London #Manchester #Birmingham #Liverpool #Newcastle #news"
9009,MPs offered vote on adopting future EU employment law after Brexit https://t.co/M61wHVkmFH #peoplemanagement
9010,"I hadn't realised I knew so little about the company (BMW) I've worked for for 25yrs, the job I do and all of the pointless Brexit planning and mitigation work we've been doing. Thanks to a load of random Twitter idiots for putting me straight over the last 24 hours 👍"
9011,"The reason why British workers are being treated in that way is because of Brexit, which has already caused hundreds of thousands of job losses.

You back Brexit. Therefore, you're being complicit with the biggest job-killing event of UK's history.
#PeoplesVote https://t.co/Ay55yqBD9Z"
9012,@gratott @Thunda65 @LenMcCluskey Yes.... You can showboat anything if you don't actually believe in it. He's showboating this purely for publicity. If he truly wanted to save jobs he'd against Brexit.
9013,"@SteveT_Unite @LenMcCluskey Sadly Len doesn't believe in saving jobs. Honda has totally nothing to blame but Brexit which Len wants. Begs the question, who's side is Len's on or who's money is affecting his judgement? He'll be fine I bet.
https://t.co/1jU1uwmF9M"
9014,"If a foreign company wants to leave, what the *eff can you do? You can March like Farridge is marching. Doesn't mean you change things. Idiot. #brexit https://t.co/DPijedS1Th"
9015,"@DavidLammy Not really, if they are so bad the workers don’t like them, they can kick the Tories out, don’t be so dramatic about everything brexit"
9016,MPs offered vote on adopting future EU employment law after Brexit https://t.co/YGCXHK2vTH #peoplemanagement
9017,New EU employment law to be reviewed by Parliament post-Brexit - via  https://t.co/F7agDmh5aW
9018,@floyduk @LenMcCluskey I struggle to understand his position given Unite's stance on Brexit. I would say these workers would be better allied to the GMB who are clearly opposed to Brexit.
9019,"The chief of Vauxhall's parent company also said a no-deal Brexit would be ""a disaster"" for both the UK and continental Europe:  https://t.co/DX7L6CWoMU"
9020,"The chief of Vauxhall's parent company also said a no-deal Brexit would be ""a disaster"" for both the UK and continental Europe:  https://t.co/DX7L6CENok"
9021,"@Femi_Sorry Win or lose the referendum, Gove was going to be a all right.
Galant loser or,  win and he hoped for one of the big jobs steering the country toward a gentle exit.

Instead he got a tiger by the tail and now this is beyond his control.
No wonder he didn’t want Brexit Secretary"
9022,"@LenMcCluskey You are party to what caused this. Those workers know every time they look at you that you are supporting Brexit which caused this.

You sir, are a hypocrite of epic proportions.

https://t.co/pPRWJNiPPR"
9023,@RemainiacsCast Len thinks Brexit should go ahead but wants people to ignore that when jobs are lost because of Brexit. Duplicitous sod.
9024,New EU employment law to be reviewed by Parliament post-Brexit https://t.co/9feEWI80iT #HR #HRnews #Europe #Brexit #EmploymentLaw #DepartmentforBusiness #LabourMarket #AgencyWorkers #TradeUnions #MinimumWage #HRinspiredUK https://t.co/O7RWcTF2jc
9025,New EU employment law to be reviewed by Parliament post-Brexit https://t.co/M2uE79M3Jy #HR #HRnews #Europe #Brexit #EmploymentLaw #DepartmentforBusiness #LabourMarket #AgencyWorkers #TradeUnions #MinimumWage https://t.co/JHicCJ3MO7
9026,"David Davis (Feb 2016): “Within minutes of a vote for #Brexit CEO’s would be knocking down Chancellor Merkel’s door. Demanding access to the British market” 
https://t.co/EulhtZJT7U"
9027,@LenMcCluskey You were still banging on about a jobs-first Brexit over two years after the Japanese warned of disinvestment in the UK after the referendum.  https://t.co/1XgMKMJY1P
9028,"@carlgardner @CarolineFlintMP No, she doesn't honestly think that.

""Voting to leave the EU risks hard-won rights being at risk because we know some of the biggest cheerleaders for Brexit see protections for ordinary British workers as just red tape to be binned."" https://t.co/2edIx7eZFF"
9029,"Oh, there are a whole load of industries, and their workers, who are going g to suffer under #Brexit. But those with money might escape the real pain. But others...it's coming and the #EU regulations are not there to help them. https://t.co/PYcSCBqMYM"
9030,"@LenMcCluskey You do understand this is brexit. I know you do.
But you're playing at pretending it's not.
This is disgraceful, playing with people's lives and jobs.
You should resign."
9031,"@dormouse881 @heidiallen75 You haven't listed any concerns that persuade voters to leave EU. They were persuaded by lies, like the millions of Turks flooding the country if we didn't, and the millions of pounds the NHS would be gaining, and the British jobs, schools and housing being freed by Brexit."
9032,@LenMcCluskey Both “upstairs” Rees-Mogg and and “downstairs” McCluskey want Brexit. One to profit. The other to pretend to be supporting the workers he’s damaged by supporting Brexit. You and the elite profiteers are flipsides of a “Downton Abbey” coin in the nostalgia of Brexit
9033,"@LenMcCluskey A ""jobs first Brexit"" is to ""remain and Reform the EU"" to suit the UK. Thank you."
9034,Dieter Kempf says two-month Brexit delay would be ‘bad for economy’ https://t.co/QagvzdHf67
9035,"@ChrisStephens raises police collusion in blacklisting at #PMQs and falls for a public inquiry 
Teresa May ducks the #spycops issue 

https://t.co/YFAxI2gvQ8"
9036,"Oops, this was missing from the lying brexiteers bus...BMW could shift production from UK to Austria because of Brexit https://t.co/mPK7gBg9ju"
9037,Brexiteer mates conspiring to deprive us of a real second referendum a #PeoplesVote? Brexit: Corbyn to meet Tory MPs backing 'Norway plus' proposal - Politics live https://t.co/Kn5JFQ9Eo2
9038,"#Brexit News:  ""PM announces workers’ rights measures to boost support."" Were Brexit voters aware that workers rights were to be dropped, the UK was to become an off-shore tax haven for the world's dirty money and a low wage economy? Probably required a bigger bus ... :-("
9039,"Yet another broken #brexit promise. Tories want a low pay , low terms of employment workforce.

Theresa May's promises on workers' rights are totally worthless, says TUC boss https://t.co/7EMwOZFgVc"
